A	B	C	D
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.9833333494993	200.0666666990913	-89.98333334959243	0.00999999999995449
-109.98333334950162	200.0666666990915	-89.98333334959032	0.00999999999995449
-109.98333334949929	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.98333334949929	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.98333334949929	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.98333334949929	200.06666669908918	-89.98333334959032	0.00999999999995449
-109.98333334949929	200.06666669908918	-89.98333334959032	0.00999999999995449
0.0	1.0	0.0	0.0
