A	B	C	D
0	1.0	0.0	0.0
-59.96667000000001	100.13333999999978	-39.96666999999976	0.01999999999999994
-59.96666999999964	100.13333999999942	-39.96666999999977	0.01999999999999988
-59.96666999999966	100.13333999999941	-39.96666999999974	0.01999999999999988
-59.96666999999962	100.13334000000076	-39.96667000000113	0.020000000000000226
-59.9666700000017	100.13334000000287	-39.966670000001194	0.020000000000000573
-59.96667000000177	100.13334000000286	-39.96667000000107	0.020000000000000573
-59.96667000000162	100.13334000000282	-39.966670000001194	0.020000000000000573
-59.96667000000178	100.13334000000297	-39.966670000001194	0.020000000000000573
-59.96667000000178	100.13334000000286	-39.96667000000107	0.020000000000000573
-59.96667000000162	100.13334000000282	-39.966670000001194	0.020000000000000573
-59.96667000000178	100.13334000000297	-39.966670000001194	0.020000000000000573
-59.96667000000178	100.13334000000286	-39.96667000000108	0.020000000000000573
-59.96667000000161	100.13333999999713	-39.96666999999552	0.019999999999999185
-59.9666699999933	100.13333999998906	-39.96666999999575	0.019999999999997797
-59.9666699999936	100.13333999998909	-39.96666999999552	0.0199999999999978
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.13333999998906	-39.96666999999575	0.019999999999997797
-59.9666699999936	100.13333999998909	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.13333999998906	-39.96666999999575	0.019999999999997797
-59.9666699999936	100.13333999998909	-39.96666999999552	0.0199999999999978
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.13333999998906	-39.96666999999575	0.019999999999997797
-59.9666699999936	100.13333999998909	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.13333999998932	-39.96666999999602	0.019999999999997797
-59.966669999993925	100.1333399999894	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.13333999998932	-39.96666999999602	0.019999999999997797
-59.96666999999392	100.1333399999894	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.13333999998932	-39.96666999999602	0.019999999999997797
-59.966669999993925	100.1333399999894	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.13333999998932	-39.96666999999602	0.019999999999997797
-59.96666999999392	100.1333399999894	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
-59.9666699999933	100.1333399999888	-39.96666999999552	0.019999999999997797
0.0	1.0	0.0	0.0
